Economy,Year,GDP,SteelProduction,Population,GDPpercap,PROpercap,lnGDPpercap,lnPROpercap
PE,1999,24.281429917624997,0.56,26078.295,0.0009310972944214719,2.1473796503950895e-05,-6.979146780861283,-10.748677133389572
RP,1999,75.73137069623952,0.53,76325.927,0.0009922102969838744,6.943905181787049e-06,-6.915575480219434,-11.877646235396016
RUS,1999,298.848103124916,51.51,146915.915,0.002034143837479527,0.00035060871383471283,-6.197680267297794,-7.955839731722355
SIN,1999,47.326785120247,0.59,3954.741,0.011967101036514655,0.00014918802520822474,-4.425593974498794,-8.810303133414113
CT,1999,80.2192160229271,15.44,21838.635,0.003673270606103683,0.0007070038947031259,-5.606672840449589,-7.254474383309005
THA,1999,167.80791729553798,1.53,62298.569,0.002693607894838451,2.4559151591427406e-05,-5.916873759159999,-10.61442599960499
USA,1999,2103.6268835186293,97.43,278548.148,0.007552112260027051,0.00034977794934037764,-4.885927985309397,-7.958212035273041
VN,1999,39.1266302371153,0.31,79035.871,0.0004950490168839324,3.922269674234374e-06,-7.610853776290193,-12.448840073187702
AUS,2000,85.82863198178941,7.13,18991.434,0.004519333926115816,0.000375432418636739,-5.399390657475569,-7.887432079957252
BD,2000,3.5329142255989896,1.0,333.166,0.010604065917887748,0.0030015067563917085,-4.546517774251806,-5.808640864269843
CDA,2000,199.03206115470797,16.6,30588.379,0.006506786814518938,0.0005426897580940788,-5.034909521489634,-7.518972749204783
CHL,2000,39.2415781158736,1.35,15342.35,0.002557729299349422,8.799173529478862e-05,-5.968635406542864,-9.33826766500123
PRC,2000,1381.9293497657095,128.5,1290550.767,0.0010708058800182865,9.95698916197692e-05,-6.83934375509456,-9.214650732047657
HKC,2000,11.1190692173946,1.0,6606.328,0.001683093727316385,0.00015137001977497938,-6.387121674702395,-8.795783256549791
INA,2000,272.631484712495,2.85,211513.822,0.0012889535167706205,1.347429672941185e-05,-6.653924617141088,-11.214726633298408
JPN,2000,1016.3592659836901,106.44,127524.168,0.007969934498876244,0.0008346653161461912,-4.832079004673479,-7.088479732449417
KOR,2000,272.40825285270404,43.11,47379.237,0.005749528065483706,0.0009098922382392945,-5.158637503109313,-7.002184384982781
MAS,2000,113.96480863182602,3.65,23194.252,0.004913493594526179,0.00015736657513249402,-5.315770063810515,-8.756932600742074
MEX,2000,333.94852198990003,15.63,98899.845,0.0033766334213152713,0.0001580386703336087,-5.69087609505058,-8.752670805936555
NZ,2000,19.081378703768802,0.7,3858.992,0.00494465360481929,0.00018139451960511965,-5.309448365942587,-8.614836232398275
PNG,2000,1.20595262362183,1.0,5847.59,0.00020623070762858375,0.0001710106214696995,-8.48651507589501,-8.673784889532708
PE,2000,25.8553339820709,0.75,26459.944,0.00097714998875549,2.834473119066314e-05,-6.930870397995643,-10.471069393716371
RP,2000,82.4418153406258,0.43,77991.757,0.00105705805987453,5.513403166439756e-06,-6.852265644676813,-12.108328490894607
RUS,2000,328.733113114991,59.14,146404.89,0.0022453697626834113,0.00040394825609991574,-6.098885066368821,-7.814223767166539
SIN,2000,58.4041720529191,0.6,4028.872,0.014496407940713704,0.00014892505892468165,-4.233854388471955,-8.812067338782779
CT,2000,90.3263552184029,16.9,21966.528,0.004111999639560831,0.0007693523528160663,-5.493845838484717,-7.169961497278696
THA,2000,176.54821225888801,2.1,62952.639,0.0028044608623776363,3.3358410915863275e-05,-5.87654396440738,-10.308200616024852
USA,2000,2142.76626949387,101.82,281710.914,0.007606259335390428,0.00036143434613257475,-4.878783773897663,-7.925430147983753
VN,2000,43.5593862584198,0.31,79910.411,0.0005451027683792016,3.8793443322422656e-06,-7.514536215243934,-12.459844405144423
AUS,2001,83.0299421339633,7.03,19194.676,0.004325675626614552,0.0003662473906827081,-5.44318693655233,-7.91220152207419
BD,2001,3.71549547839494,1.0,340.037,0.01092673879135194,0.002940856436211354,-4.516542393561479,-5.829054435218768
CDA,2001,190.51645553806893,15.28,30880.072,0.006169559952388354,0.0004948174991301833,-5.088127764128796,-7.6113215520038375
CHL,2001,42.1031202098404,1.25,15516.112,0.0027135096865658357,8.056141899465537e-05,-5.909512394699051,-9.426490695574842
PRC,2001,1497.1810213983701,151.63,1299129.747,0.0011524491875085747,0.00011671659458968574,-6.765865872995069,-9.055761830069082
HKC,2001,9.877396282406847,1.0,6664.775,0.0014820299683645506,0.00015004257458053723,-6.514342530744172,-8.80459147360337
INA,2001,383.50660226430085,2.78,214427.419,0.0017885147526972792,1.2964759884555622e-05,-6.326369750656627,-11.253275659426242
JPN,2001,961.4802041701648,102.87,127713.824,0.007528395705778608,0.0008054727106127526,-4.889073313550955,-7.124081234738337
KOR,2001,269.988981305354,43.85,47706.226,0.005659407669459202,0.0009191672382552332,-5.174436044282462,-6.992042473649724
MAS,2001,108.88654182193301,4.1,23709.115,0.004592602542184008,0.00017292927213858464,-5.383308412940484,-8.662627878629781
MEX,2001,316.20352258499,13.3,100298.152,0.0031526355798159674,0.00013260463662381338,-5.7595164839711614,-8.92813851382676
NZ,2001,19.3430067619734,0.83,3907.941,0.004949667040002242,0.0002123880580592184,-5.308434969309918,-8.457095494003765
PNG,2001,1.1819635363415,1.0,5974.627,0.00019783051499976483,0.00016737446538503574,-8.52809987868364,-8.695276948072836
PE,2001,26.642158741835605,0.69,26799.289,0.0009941367751150265,2.5746951719502706e-05,-6.9136357600544684,-10.567194317687111
RP,2001,85.5192191067201,0.5,79672.869,0.001073379434933115,6.275662045005558e-06,-6.836943257215293,-11.978831573331538
RUS,2001,345.498670277874,58.97,145830.726,0.0023691760972092673,0.00040437294401181274,-6.045213022583628,-7.813172977082312
SIN,2001,52.268467796158,0.46,4077.15,0.012819854014730387,0.00011282390885790319,-4.356760214860971,-9.089682283400096
CT,2001,86.4986344195179,17.26,22108.715,0.003912422518428498,0.000780687615720769,-5.543598526908509,-7.155335468008848
THA,2001,179.066302638663,2.13,63539.19,0.0028182024769069763,3.352261808814371e-05,-5.871656016806851,-10.303290180145565
USA,2001,1993.1575955785104,90.1,284607.992,0.007003168047292608,0.00031657579032425763,-4.961392654124783,-8.05794788114724
VN,2001,49.2980765044689,0.32,80742.5,0.0006105592036965527,3.963216397807846e-06,-7.40113529336343,-12.438454640702757
AUS,2002,82.87064999929468,7.53,19401.366,0.004271382231503425,0.000388117001658543,-5.455817796511566,-7.854203713131917
BD,2002,3.84919419958352,1.0,346.777,0.01109991204602243,0.0028836975924008803,-4.500818094477005,-5.84868192206117
CDA,2002,193.073761237226,16.0,31178.26,0.006192576533688089,0.0005131780926838124,-5.084404037583376,-7.5748876138116215
CHL,2002,43.5381052159047,1.28,15684.413,0.0027758836250935687,8.160968472329821e-05,-5.886786159012587,-9.413562617702222
PRC,2002,1633.8833196125,182.25,1307352.256,0.0012497651739337343,0.00013940389758274911,-6.684799606169,-8.878135100324632
HKC,2002,8.73616446005431,1.0,6701.771,0.0013035605752650023,0.00014921428977504602,-6.642655854427662,-8.810127098808682
INA,2002,416.382373115756,2.46,217357.79,0.0019156542450848254,1.1317744811446602e-05,-6.2576960723540385,-11.389138726640153
JPN,2002,945.8534304174159,107.75,127893.075,0.00739565789951814,0.0008425006592421052,-4.906862221324484,-7.079136113254853
KOR,2002,284.87174038531094,45.39,47999.551,0.005934883440582828,0.0009456338456165976,-5.126907890442285,-6.963655119211237
MAS,2002,114.404522516934,4.72,24208.391,0.004725820998055344,0.00019497371799720187,-5.354713976928102,-8.542645787985629
MEX,2002,302.344732633065,14.01,101684.764,0.002973353339671074,0.00013777875316699364,-5.818064892492039,-8.889861397288612
NZ,2002,20.730898367783407,0.77,3963.202,0.005230845757491898,0.00019428734644360798,-5.2531823012658405,-8.546172327512089
PNG,2002,1.05000352664371,1.0,6098.621,0.00017217064753551826,0.00016397149453950327,-8.667024436158872,-8.715817959030959
PE,2002,27.94661047785049,0.61,27100.964,0.0010312035571078022,2.250842442357401e-05,-6.8770286568613415,-10.701620900005626
RP,2002,88.7291018112316,0.55,81365.26,0.0010905035123249358,6.759641645586828e-06,-6.8211157514887715,-11.9045406803224
RUS,2002,361.7370798261729,59.78,145215.707,0.0024910327353650035,0.00041166345731457276,-5.995057901333202,-7.795304393597684
SIN,2002,57.4324685746593,0.46,4104.407,0.013992878526583572,0.00011207465536434374,-4.26920675545935,-9.096345342972391
CT,2002,98.7816193186238,18.23,22262.297,0.004437171030402829,0.0008188732726007564,-5.417738260922392,-7.107581220393004
THA,2002,194.698738261402,2.54,64069.093,0.0030388870693300123,3.964470044862349e-05,-5.796263926208494,-10.135553277110972
USA,2002,1958.3947359451001,91.59,287279.312,0.0068170406087059284,0.00031881864155954264,-4.988329829643153,-8.05088813860612
VN,2002,54.5399482727147,0.41,81534.406,0.0006689194285994394,5.028551995583312e-06,-7.309846940665316,-12.200378488937686
AUS,2003,87.85662461041849,7.54,19624.163,0.00447696162177304,0.00038422020852558146,-5.408810672068954,-7.864294710039692
BD,2003,3.8679335440821005,1.0,353.295,0.010948169501640556,0.0028304957613325974,-4.514583005493837,-5.8673034019864385
CDA,2003,187.346122245002,15.93,31488.046,0.00594975382864348,0.0005059062731298093,-5.124405433617729,-7.589159136802939
CHL,2003,43.898433099108104,1.38,15849.649,0.0027696785650652644,8.7068174191113e-05,-5.889024007008909,-9.348819134780697
PRC,2003,1797.8533634810394,222.34,1315303.522,0.0013668733744035691,0.00016904083071405323,-6.595229355813459,-8.685370270363926
HKC,2003,7.923715691198652,1.0,6724.687,0.0011783025278646652,0.00014870580593565172,-6.743680411898333,-8.813540660635963
INA,2003,385.76158182889696,2.04,220309.473,0.0017509986137949545,9.259701692446063e-06,-6.347569017343525,-11.589838724463743
JPN,2003,970.7304972737642,110.51,128058.368,0.007580375358787675,0.0008629658625666696,-4.882192560924932,-7.055135424364659
KOR,2003,288.90943253534493,46.31,48260.901,0.005986407765891999,0.0009595759515554839,-5.1182637519431875,-6.949019088217845
MAS,2003,123.850197975945,3.96,24698.821,0.005014417407857039,0.0001603315397119563,-5.295438034235321,-8.738266763416911
MEX,2003,295.019362417427,15.16,103081.02,0.0028620143884628517,0.0001470687814303739,-5.856229570445123,-8.824610179730126
NZ,2003,20.5149431475797,0.85,4022.074,0.005100588190963095,0.00021133375467482696,-5.278399414340639,-8.46207189846768
PNG,2003,1.11971508331517,1.0,6223.3780000000015,0.00017992078953185385,0.00016068443857981948,-8.622993862084437,-8.736068125131672
PE,2003,28.92215776807949,0.67,27372.217,0.0010566245974185974,2.447737426603041e-05,-6.852675793722143,-10.617761366447528
RP,2003,92.9512685343004,0.5,83051.97,0.0011191940243476513,6.020326790562584e-06,-6.795146473844866,-12.020369015970267
RUS,2003,367.03925461004616,61.45,144610.876,0.0025381165287322247,0.0004249334607446815,-5.976332997137861,-7.763577964250806
SIN,2003,60.1048970680641,0.56,4129.227,0.014555968240075951,0.0001356186036757001,-4.229754181147496,-8.905663996619861
CT,2003,113.75733616208099,18.83,22419.785,0.0050739708771552,0.000839883165694943,-5.283631557444065,-7.082247764259012
THA,2003,216.375601910326,3.55,64549.867,0.003352068903725642,5.499624034856648e-05,-5.698177540569502,-9.80824573236706
USA,2003,1995.0510726642399,93.68,289815.567,0.006883864429077545,0.0003232400556316563,-4.978575094452921,-8.037115304492692
VN,2003,57.93370262647961,0.54,82301.65,0.0007039190906437431,6.561229331368206e-06,-7.2588471364738325,-11.93433257449068
AUS,2004,91.58887887112749,7.41,19879.654,0.0046071666474239185,0.0003727429058875975,-5.380142221027065,-7.894621636324551
BD,2004,3.37260440000462,1.0,359.434,0.00938309787055376,0.002782151938881686,-4.668845307103688,-5.884530571989596
CDA,2004,190.05645670833505,16.31,31815.49,0.005973708300841352,0.0005126433696290705,-5.120387388495289,-7.5759301404555215
CHL,2004,44.08068920911701,1.58,16014.972,0.0027524674541495927,9.865768107493414e-05,-5.895257513542851,-9.223854466641942
PRC,2004,1979.63833451048,272.8,1323084.639,0.0014962295503685309,0.0002061848440823747,-6.504806968441274,-8.48673749013816
HKC,2004,8.3127847467526,1.0,6744.563,0.0012325164353498663,0.0001482675749340617,-6.698697317166873,-8.816491977810582
INA,2004,402.48680975118,3.68,223285.66600000003,0.001802564476983399,1.6481129603724762e-05,-6.318544918580356,-11.013294491916637
JPN,2004,1002.56935354536,112.72,128204.183,0.007820098612112835,0.0008792224821556719,-4.851058114259818,-7.0364725840511255
KOR,2004,326.598619976551,47.52,48493.434,0.006734903945481588,0.000979926478293948,-5.000451731213853,-6.9280330112629915
MAS,2004,134.237681550035,5.7,25190.647,0.005328869939308626,0.00022627445813519598,-5.234616082175006,-8.393761878971857
MEX,2004,307.508597232057,16.74,104514.934,0.00294224552858692,0.00016016849802536352,-5.828582203933404,-8.739284184206051
NZ,2004,21.107751193747198,0.89,4080.421,0.005172934653984772,0.0002181147484536522,-5.264315120171847,-8.430489264605331
PNG,2004,1.18075493357467,1.0,6354.24699999999,0.00018582137798147787,0.0001573750595467884,-8.590724679099571,-8.75687868722469
PE,2004,32.276418338922504,0.73,27624.226,0.0011684098710647134,2.6426079775049624e-05,-6.752111539125615,-10.541159165167693
RP,2004,96.3826311061669,0.4,84710.54400000001,0.0011377878898542653,4.721962356893848e-06,-6.778669349179264,-12.263286091189178
RUS,2004,416.721449275289,65.58,144080.649,0.00289227909623928,0.0004551617476403788,-5.845710473035248,-7.694857712865168
SIN,2004,72.2808772036493,0.61,4177.202,0.017303658574244027,0.00014603076413350371,-4.056837321556782,-8.83169324520968
CT,2004,130.747722407034,19.6,22570.229,0.005792928481453777,0.0008684005820233372,-5.151117332627654,-7.048857449735423
THA,2004,228.67700679166302,4.53,64995.303,0.003518362039048622,6.969734412962118e-05,-5.64975972748738,-9.57134834523338
USA,2004,2049.70764045044,99.68,292354.663,0.007011031120274761,0.0003409557384073604,-4.960270495988843,-7.983757888497332
VN,2004,62.3300449116374,0.69,83062.819,0.0007503964549004458,8.306965839914485e-06,-7.194908884563208,-11.698416137320624
AUS,2005,89.71190195816841,7.76,20178.543,0.004445905829680984,0.0003845669134783418,-5.415771644572912,-7.863392756907697
BD,2005,3.13602459611358,1.0,365.112,0.008589212614522612,0.002738885602226166,-4.757248210223071,-5.900204155828938
CDA,2005,186.998791780588,15.33,32164.313,0.005813859347177351,0.0004766151852831429,-5.147510669230045,-7.648801132113662
CHL,2005,41.758569657173,1.54,16182.713,0.002580443072627748,9.516327701047409e-05,-5.959794161216487,-9.259916436274258
PRC,2005,2213.4305450369798,355.79,1330776.38,0.0016632625723616917,0.0002673552110986521,-6.39897420045806,-8.22693240508696
HKC,2005,8.3628314435538,1.0,6769.5790000000015,0.0012353547308560544,0.00014771967355724778,-6.696397118682864,-8.82019417785747
INA,2005,415.420400118107,3.68,226289.468,0.0018357920224466966,1.6262356496414584e-05,-6.300279270734702,-11.026657538366608
JPN,2005,1034.16509904637,112.47,128326.115,0.008058882629201156,0.0008764389072325613,-4.82098036368661,-7.039643556850726
KOR,2005,336.705640522392,47.82,48701.069,0.006913721760858925,0.0009819086312047893,-4.974247181153488,-6.926012297518275
MAS,2005,128.230289408628,5.3,25690.615,0.004991328133196812,0.0002063010169277769,-5.300053245675445,-8.486174208535296
MEX,2005,296.99744900011,16.2,106005.199,0.002801725309719102,0.00015282269315866292,-5.877519869520649,-8.786232176822905
NZ,2005,21.762367627183203,0.89,4135.353,0.005262517523215842,0.00021521741916590917,-5.247145750151943,-8.443861788872937
PNG,2005,0.43757875625441606,1.0,6494.90199999999,6.737264954181244e-05,0.00015396691127903109,-9.605271415550517,-8.778772840461228
PE,2005,34.67998165967209,0.79,27866.14,0.0012445204703511892,2.8349818094648204e-05,-6.689004987636872,-10.470889944225624
RP,2005,101.430743675049,0.47,86326.2509999999,0.0011749698672197536,5.444462079095738e-06,-6.74651277663421,-12.120911598177528
RUS,2005,456.90364200181887,66.15,143672.125,0.003180182947818297,0.0004604233423846136,-5.7508165530844115,-7.683364182174536
SIN,2005,77.4781398024563,0.57,4265.693,0.018163083888703732,0.00013362424346993558,-4.008364102566479,-8.920478850225845
CT,2005,148.96961204675898,18.94,22705.718999999903,0.006560885037234876,0.0008341510788537497,-5.02662977091361,-7.089096022306418
THA,2005,239.78084397424306,5.16,65416.18900000001,0.0036654664180183747,7.88795568632101e-05,-5.6087996889799285,-9.447588465545588
USA,2005,2091.59672408057,94.9,294993.509,0.0070903143976655085,0.0003217019937886159,-4.949025595603839,-8.041884926074166
VN,2005,62.04349217276391,0.89,83832.662,0.0007400873441519001,1.0616387202400898e-05,-7.2087423460936595,-11.453111788125423
AUS,2006,88.21044637912281,7.88,20526.3,0.004297435308804939,0.00038389773120338296,-5.449736874036408,-7.865134365838536
BD,2006,2.81001459860113,1.0,370.262,0.007589260033708914,0.002700790251227509,-4.881021184592243,-5.914210863156121
CDA,2006,183.50701710427902,15.49,32536.994,0.0056399499321996074,0.0004760734811580935,-5.177880090781146,-7.649938343466144
CHL,2006,40.036347656855995,1.61,16354.507,0.0024480314604931838,9.844381123808869e-05,-6.012471062905984,-9.226024616834836
PRC,2006,2522.82952514382,421.02,1338408.644,0.0018849471246719022,0.00031456760376392186,-6.2738555090475225,-8.064311548599504
HKC,2006,8.41606408987049,1.0,6802.083000000001,0.0012372774766009895,0.0001470137897464644,-6.694841896578513,-8.824984167786138
INA,2006,440.35236640297103,3.76,229318.262,0.0019202673287440624,1.639642637793932e-05,-6.255290868913696,-11.018447150662789
JPN,2006,1047.3497011608001,116.23,128422.74,0.008155484777546407,0.0009050577802653954,-4.809064599238029,-7.007511770705269
KOR,2006,348.089219483695,48.46,48880.449,0.00712123613029199,0.0009913984218925648,-4.94467395482233,-6.916394064175956
MAS,2006,135.472388848459,5.83,26201.954,0.005170316261468857,0.00022250248969981398,-5.264821419901643,-8.410572266758498
MEX,2006,328.7665205276209,16.45,107560.155,0.003056582807338098,0.00015293767473652302,-5.7904577166530595,-8.785480074226536
NZ,2006,20.4961391047518,0.81,4185.882000000001,0.004896492329394807,0.0001935076048488705,-5.319236181353246,-8.550193744722172
PNG,2006,0.4612515217383499,1.0,6646.891,6.93935738886571e-05,0.00015044627631173734,-9.575716290003028,-8.80190450553192
PE,2006,37.1120723324608,0.9,28102.055,0.0013206177388970593,3.202612762660951e-05,-6.6296556678413,-10.348958499978272
RP,2006,104.830324466957,0.56,87888.675,0.0011927625995835868,6.371696922271272e-06,-6.731483150149873,-11.963644731035235
RUS,2006,482.1056880463031,70.83,143403.258,0.003361887970817951,0.000493921832654597,-5.695252566734744,-7.61313328678931
SIN,2006,82.89952152168199,0.61,4402.324000000001,0.01883085423101116,0.0001385631770855575,-3.972258571913954,-8.884184184100395
CT,2006,167.440703190991,20.0,22823.846,0.007336217708049335,0.0008762765048449765,-4.91493186779856,-7.039828872033021
THA,2006,256.28171065089697,4.91,65812.54,0.0038941166934279847,7.460584259473955e-05,-5.548288404985515,-9.503291734856992
USA,2006,2151.48389455908,98.19,297758.977,0.007225588683289571,0.0003297633575628519,-4.93012656964685,-8.017135259036102
VN,2006,68.3384578386695,1.87,84617.545,0.000807615700014335,2.2099435761224227e-05,-7.121424231379814,-10.719958480932817
AUS,2007,85.9873615467146,7.94,20916.339,0.004111013956444032,0.0003796075403061693,-5.494085576169693,-7.876372627605528
BD,2007,2.76574424622885,1.0,374.967,0.007375967075046204,0.0026669013539858174,-4.909528256533061,-5.926838022098184
CDA,2007,185.606911980582,15.57,32930.795,0.005636271823397583,0.00047280972111362636,-5.178532456265293,-7.6568175313527345
CHL,2007,38.96304852400949,1.68,16530.201,0.002357082562033546,0.00010163215801187171,-6.050330627201427,-9.194150557035593
PRC,2007,2875.7382568717303,489.71,1345993.89099999,0.0021365165741838808,0.0003638278028410484,-6.148578545276828,-7.91882987137803
HKC,2007,6.654899716058661,1.0,6840.017,0.0009729361368632067,0.0001461984670505936,-6.935192113221972,-8.830545495993624
INA,2007,459.974342639754,4.16,232374.239,0.001979454971511511,1.790215652949379e-05,-6.224933739081962,-10.930589375866244
JPN,2007,1087.4397477277698,120.2,128494.05,0.008462957994769173,0.0009354518750089984,-4.772056521703724,-6.974480856642319
KOR,2007,372.67944359300697,51.52,49034.813,0.007600303147745398,0.0010506820939645471,-4.879567144624115,-6.858315712420522
MAS,2007,136.464627922447,6.9,26720.367,0.0051071389821272664,0.0002582299861375407,-5.277115917642033,-8.261659950982983
MEX,2007,321.38048375932794,17.57,109170.503,0.002943839910303683,0.00016094090910252561,-5.828040457887647,-8.734473284557597
NZ,2007,19.5464538175597,0.85,4233.045999999989,0.004617585969431882,0.0002008010307471268,-5.377883227887285,-8.513196036957051
PNG,2007,0.512517256283659,1.0,6808.5030000000015,7.527605646698825e-05,0.00014687516477557546,-9.49434844892926,-8.825927551190222
PE,2007,40.385501410495,0.88,28333.05,0.0014253848918663894,3.105913412075297e-05,-6.55331340217648,-10.379617618264229
RP,2007,107.617187959916,0.72,89405.4819999999,0.0012036978667585073,8.05319745382057e-06,-6.722356904817002,-11.729441346164165
RUS,2007,517.0435629394229,72.39,143266.207,0.003608970836642747,0.0005052831474766412,-5.624332634084879,-7.590391597743185
SIN,2007,81.009199926607,0.64,4578.629,0.017692894516373132,0.00013977983365762983,-4.034592159753792,-8.875441989945832
CT,2007,198.09571989958096,20.9,22927.222,0.00864019722492245,0.0009115801295071857,-4.751329869468087,-7.000331058211635
THA,2007,273.87111503657104,5.57,66182.064,0.004138147082215071,8.416177531120819e-05,-5.487507156014231,-9.382769714720077
USA,2007,2156.14883121129,98.1,300608.425,0.007172616107520241,0.00032633815901866354,-4.937484822366616,-8.027576416615712
VN,2007,73.2094759616129,2.02,85419.588,0.0008570572356496603,2.3647971704101405e-05,-7.062005855540971,-10.6522332097443
AUS,2008,88.31403133825891,7.63,21332.293,0.004139922104869782,0.0003576736921811452,-5.487078306570768,-7.935889461563252
BD,2008,3.5811950972523703,1.0,379.418,0.009438653667597136,0.002635615600735864,-4.662941928953852,-5.938638499707091
CDA,2008,167.493658370634,14.95,33337.638,0.005024160930976394,0.0004484420881887313,-5.293496817889698,-7.709731008127571
CHL,2008,37.6025790180108,1.55,16708.255,0.0022505389711858477,9.276851472520619e-05,-6.096585548702326,-9.285403256719313
PRC,2008,3127.66855865873,512.34,1353569.48,0.002310681944940669,0.000378510307428031,-6.070212583755561,-7.879267253151008
HKC,2008,6.396303912425998,1.0,6881.861,0.0009294439269299392,0.00014530953182576633,-6.980924078679551,-8.83664438853648
INA,2008,501.44296429955705,3.92,235469.755,0.002129542982280493,1.6647573273263904e-05,-6.151847884592216,-11.00324610151381
JPN,2008,1043.98900980153,118.74,128538.644,0.008121985554799614,0.0009237688861880323,-4.813180628247117,-6.987048640781733
KOR,2008,388.29407815242615,53.63,49182.458,0.00789497097018669,0.0010904294372599272,-4.841529308268411,-6.821183681192939
MAS,2008,134.504846382045,6.42,27236.003,0.004938494329804744,0.00023571740684563737,-5.310694785778188,-8.352876899049315
MEX,2008,323.44966248812494,17.21,110815.272,0.00291881846834365,0.00015530350365426166,-5.836576378717313,-8.770129267508667
NZ,2008,19.4790539815776,0.8,4278.156,0.004553142517845913,0.00018699645361225725,-5.391937621154549,-8.584420905929854
PNG,2008,0.533286198795762,1.0,6976.2,7.644365109884494e-05,0.00014334451420544136,-9.478956675488437,-8.850259634902617
PE,2008,43.480353809853305,1.1,28562.321,0.0015222976385516186,3.851227636577574e-05,-6.487534481137463,-10.164533500854173
RP,2008,112.394556618882,0.71,90901.967,0.0012364370137214083,7.810612062993092e-06,-6.695521411466111,-11.760027228042139
RUS,2008,537.398849331698,68.51,143248.764,0.003751507757035153,0.00047825892585013865,-5.5855974512650075,-7.645358286252703
SIN,2008,71.30957098983431,0.76,4775.81,0.01493140870131649,0.00015913530898423512,-4.204288318143526,-8.745755717738307
CT,2008,209.90657436557905,19.88,23019.042,0.009118823205830157,0.0008636328132161189,-4.697414517670006,-7.054362864195378
THA,2008,278.25155224116804,5.21,66530.98,0.00418228548927384,7.830938308739778e-05,-5.476897414099644,-9.454843127059073
USA,2008,2064.4699654626293,91.9,303486.022,0.006802520761442612,0.000302814605412041,-4.9904620352802755,-8.102389803046258
VN,2008,74.15831113436809,2.25,86243.424,0.0008598720655428534,2.6088945633698402e-05,-7.058726940779417,-10.553998872292334
AUS,2009,82.62789483238991,5.25,21750.852000000006,0.0037988348609236037,0.00024136985530497833,-5.573060874812374,-8.329180131559871
BD,2009,3.5851374603483097,1.0,383.902,0.009338678778303603,0.00260483144135743,-4.673590495173311,-5.950387311683205
CDA,2009,154.417734509219,9.29,33746.093,0.0045758699980237415,0.000275291127775888,-5.386958434830982,-8.197681373810918
CHL,2009,37.31586369648381,1.31,16886.1839999999,0.0022098458536566955,7.757821423715434e-05,-6.114832515361692,-9.464223914557746
PRC,2009,3365.9304562439306,577.07,1361169.41,0.0024728225829317827,0.00042395163729105553,-6.002395034653379,-7.765891172230788
HKC,2009,5.85144700197026,1.0,6924.642,0.0008450179809974667,0.00014441179775069962,-7.0761526515465585,-8.842841632968314
