Economy,Year,GDP,SteelProduction,Population,GDPpercap,PROpercap,lnGDPpercap,lnPROpercap
INA,2009,497.13713968757895,3.5,238620.554,0.002083379370947144,1.4667638396313505e-05,-6.173764006091466,-11.12986696061474
JPN,2009,882.2790021713408,87.53,128555.196,0.006863036498122883,0.0006808748516084873,-4.981605296969404,-7.292132040202832
KOR,2009,394.879331597114,48.57,49347.45,0.008002021008119245,0.00098424538653973,-4.828061143191974,-6.923635315436421
MAS,2009,128.366902327257,5.35,27735.038,0.004628329780087447,0.0001928967971848461,-5.375559214607851,-8.55335524169045
MEX,2009,291.92718392369204,14.13,112463.886,0.0025957415691975293,0.00012564033222184766,-5.953883034711429,-8.982087239061032
NZ,2009,16.8889476954885,0.77,4323.338,0.003906460169315585,0.0001781031230960892,-5.545123642582121,-8.633147832190238
PNG,2009,0.587481062028277,1.0,7144.774,8.22252827070915e-05,0.00013996243967968756,-9.40604772768173,-8.874136459352865
PE,2009,41.25010416149249,0.72,28792.663,0.0014326602635363213,2.5006370546552085e-05,-6.548222238818938,-10.596379943695567
RP,2009,105.976930776882,0.82,92414.161,0.0011467607304997554,8.87309900481594e-06,-6.770814067216837,-11.632486442186629
RUS,2009,427.9544270201851,60.01,143326.904,0.0029858624938984596,0.0004186931994289083,-5.8138666311939176,-7.778372127180209
SIN,2009,70.31276923586509,0.66,4966.614000000001,0.014157083525288067,0.00013288731518092605,-4.257540177658661,-8.926009043144038
CT,2009,206.996576337668,15.81,23104.542,0.008959129176318144,0.0006842810387671826,-4.7150822468616305,-7.287141849337285
THA,2009,266.457822693444,3.65,66866.834,0.003984902630404842,5.4586104674852704e-05,-5.525242401064863,-9.815731200736854
USA,2009,1926.0330615191601,59.38,306307.565,0.0062879056268791795,0.0001938574386825869,-5.069127232415827,-8.54838752118875
VN,2009,76.9891870067058,2.7,87092.25,0.0008839958435647926,3.100161036142711e-05,-7.031058197187466,-10.381471407685524
AUS,2010,79.837677231719,7.3,22154.687,0.0036036472657780716,0.00032950138270967217,-5.625808817006476,-8.017930007643045
BD,2010,3.92503773725906,1.0,388.634,0.010099573730705651,0.0025731150645594567,-4.595262060906203,-5.962638026682651
CDA,2010,158.54256378612405,13.01,34147.566,0.004642865725367484,0.00038099347988667775,-5.372423490162778,-7.872728296142331
CHL,2010,37.8686334486247,1.01,17062.531000000006,0.002219403056242048,5.919403164747361e-05,-6.110517012840974,-9.734689837922314
PRC,2010,3725.88922322214,638.74,1368810.604,0.0027219903267363494,0.0004666386994179072,-5.906391928493068,-7.669955262643668
HKC,2010,6.180332182802231,1.0,6966.324000000001,0.0008871726584640952,0.00014354773048167152,-7.027470940184672,-8.848842961472222
INA,2010,441.58263861530105,3.66,241834.226,0.0018259724684929464,1.5134334211237743e-05,-6.305642574418675,-11.098544606465598
JPN,2010,1000.25301212438,109.6,128542.349,0.007781505627568545,0.000852637289209644,-4.8560054341210455,-7.067176318711478
KOR,2010,448.778908784798,58.91,49545.638,0.009057889390480712,0.001189004771721781,-4.704119145174526,-6.734638648058853
MAS,2010,135.775205560501,5.69,28208.028,0.004813353331913206,0.00020171562506957243,-5.336361279364584,-8.508651649125124
MEX,2010,316.33018958028197,16.87,114092.961,0.002772565343275489,0.00014786188255732973,-5.887982270658423,-8.819231945890605
NZ,2010,17.255999927335893,0.85,4370.06,0.003948687186751645,0.00019450533859947,-5.534372113096589,-8.545050947470273
PNG,2010,0.609094758665422,1.0,7310.512,8.331766074187718e-05,0.0001367893247422342,-9.392850017555197,-8.897068591330736
PE,2010,45.45705531169281,0.88,29027.68,0.0015659899555077366,3.0315891590371672e-05,-6.459237095541544,-10.403838508008098
RP,2010,115.054726198815,1.05,93966.784,0.0012244191117450078,1.1174161286609533e-05,-6.705288741945082,-11.401906472933623
RUS,2010,444.351814316005,66.94,143479.27300000002,0.003096975646900615,0.00046654822400724033,-5.777329241470288,-7.670149168941922
SIN,2010,82.5139747352038,0.73,5131.17,0.016080927884908083,0.0001422677479015507,-4.130121312610816,-8.857799727175905
CT,2010,262.28695554918596,19.76,23187.556,0.011311539497702387,0.0008521812303116378,-4.481931879841286,-7.067711342121492
THA,2010,300.592770503395,4.15,67195.032,0.004473437418757312,6.176051824783713e-05,-5.409598168398872,-9.692246260964353
USA,2010,2009.293416657329,80.5,309011.469,0.006502326347820214,0.0002605081302014716,-5.035595266446705,-8.252876487271418
VN,2010,57.96127607067929,4.31,87967.655,0.0006588930450707058,4.899528127696481e-05,-7.324949335464139,-9.923786564960942
AUS,2011,75.26878307361879,6.4,22538.002,0.0033396386722132155,0.00028396483414989493,-5.701892659817711,-8.166660150885683
BD,2011,4.48980492911296,1.0,393.687,0.011404503905673696,0.002540088953915166,-4.47374692215996,-5.975556177338477
CDA,2011,162.68538447990102,12.89,34539.156,0.004710172549668006,0.0003731996230596949,-5.358030736875801,-7.893397099013849
CHL,2011,41.0742862547008,1.62,17233.584,0.00238338619840776,9.400250116284577e-05,-6.0392330300402195,-9.27218916793288
PRC,2011,4140.102827932629,701.97,1376497.633,0.0030077079165835583,0.0005099681853212457,-5.806576979808883,-7.5811622159147705
HKC,2011,5.981330138908478,1.0,7006.598000000001,0.0008536710881526923,0.000142722616596528,-7.065964581040541,-8.854607555524515
INA,2011,462.918251486268,3.62,245115.988,0.0018885681642531941,1.4768518486032008e-05,-6.271936322074378,-11.123012772069263
JPN,2011,943.1178379141792,107.6,128498.966,0.007339497486027858,0.0008373608235882614,-4.914484901093394,-7.085255488864746
KOR,2011,476.629391556715,68.52,49786.153,0.009573533258468776,0.0013762862939018406,-4.648752940143493,-6.588366498684307
MAS,2011,142.27016064473796,5.94,28650.962000000003,0.004965632939122181,0.00020732288151441476,-5.305214509424173,-8.481233165866046
MEX,2011,323.48392227034014,18.11,115695.468,0.0027959947598841135,0.00015653162836075826,-5.879567328759642,-8.762252470251337
NZ,2011,17.8131442362672,0.84,4418.674,0.004031332530136236,0.00019010227955264407,-5.513658305037818,-8.56794831720752
PNG,2011,0.6331332380608261,1.0,7472.196,8.473188311184907e-05,0.0001338294659294269,-9.376018603147228,-8.918944210828029
PE,2011,46.888358073799495,0.88,29264.314,0.0016022367062422682,3.0070754434906625e-05,-6.436354684545381,-10.41195747199002
RP,2011,117.305423604416,1.2,95570.049,0.0012274287272199264,1.2556235060630763e-05,-6.7028337633459625,-11.285293198179334
RUS,2011,418.659123151817,68.85,143703.027,0.0029133632874122897,0.00047911308089564454,-5.8384470963151935,-7.643573911388757
SIN,2011,82.65311557080499,0.75,5263.64,0.015702653595383607,0.0001424869481955453,-4.1539255620957025,-8.856260154060545
CT,2011,292.357105205448,20.18,23268.76,0.012564361195244097,0.0008672572152534128,-4.376890949291386,-7.050174952456417
THA,2011,284.23039213591204,4.24,67518.379,0.00420967440785141,6.279771615962522e-05,-5.470369972081085,-9.67559185203636
USA,2011,2043.7931071331009,86.4,311584.05100000004,0.006559363679154106,0.00027729275527006996,-5.026861680859904,-8.190436731648237
VN,2011,63.520059263777284,4.9,88871.384,0.0007147414207454818,5.513585790449713e-05,-7.243589729988167,-9.805710274804005
AUS,2012,74.7980138239552,4.89,22903.951,0.0032657253686909824,0.00021350028211289832,-5.724273375939148,-8.451872403924579
BD,2012,4.58269889669727,1.0,398.997,0.011485547251476252,0.002506284508404825,-4.466665794740195,-5.988953898064604
CDA,2012,166.867679736377,13.51,34922.031,0.004778292526467804,0.00038686180651978684,-5.343672008330214,-7.857443017802144
CHL,2012,42.449341818255796,1.67,17400.359,0.0024395670122815166,9.59750313197561e-05,-6.0159347094068325,-9.251422490745025
PRC,2012,4390.82359627799,731.04,1384206.408,0.003172087320865798,0.0005281293279491883,-5.753365446942225,-7.54616936495304
HKC,2012,5.780716970739291,1.0,7046.847,0.0008203267320461606,0.0001419074374681329,-7.105807843352746,-8.860335561724789
INA,2012,483.842441347218,2.25,248451.714,0.0019474304827988348,9.056085642460088e-06,-6.241244476466829,-11.61207357956273
JPN,2012,960.4214766391408,107.23,128423.571,0.007478545170178618,0.0008349713309249126,-4.89571700187797,-7.088113167924513
KOR,2012,482.25822997492105,69.07,50060.639,0.009633481306040081,0.0013797266950587664,-4.642510612161241,-6.585869846485797
MAS,2012,148.88596574898597,5.61,29068.189,0.00512195533574472,0.00019299447929143438,-5.274219011323901,-8.552848974176104
MEX,2012,357.0062950518641,18.07,117274.156,0.003044202637892905,0.00015408339412819992,-5.794516271588335,-8.778016581806872
NZ,2012,17.6684385224691,0.91,4468.462,0.0039540312802188084,0.0002036494883474448,-5.533019643233438,-8.49911023628428
PNG,2012,0.6513685154371689,1.0,7631.0030000000015,8.535817839898225e-05,0.00013104437254185324,-9.36865429141659,-8.939974570422828
PE,2012,50.007697890717296,0.98,29506.79,0.0016947861116277743,3.321269443406077e-05,-6.380198733942299,-10.312578392652023
RP,2012,121.962336322396,1.26,97212.639,0.001254593410661303,1.2961277596835943e-05,-6.680943734458495,-11.25354429189606
RUS,2012,442.488743289891,70.21,143993.888,0.0030729689255275263,0.0004875901399370506,-5.785111107981394,-7.626035382183745
SIN,2012,84.27742282597349,0.69,5369.469,0.0156956717369955,0.00012850432696417466,-4.154370290177807,-8.959547981322963
CT,2012,312.228087826286,20.66,23346.897999999903,0.013373429216433263,0.0008849141329182183,-4.31448543485889,-7.030019942614736
THA,2012,294.100962496703,3.33,67835.969,0.004335472269832293,4.908900173593747e-05,-5.440924731238949,-9.921875545486342
USA,2012,2072.28412692732,88.7,314043.885,0.006598708734377426,0.0002824446016517723,-5.020881295397443,-8.172028126955674
VN,2012,66.5032167872712,5.3,89801.9259999999,0.0007405544596813132,5.901877872864337e-05,-7.208111382488957,-9.737654881163685
AUS,2013,72.01441342815711,4.69,23254.912,0.0030967398813703147,0.00020167782187264352,-5.777405372035,-8.508839075060404
BD,2013,4.45130699635087,1.0,404.414,0.011006807371532316,0.0024727136053647996,-4.50924134563619,-6.002439105736008
CDA,2013,163.687479387167,12.42,35296.535,0.004637494286256909,0.00035187589943318795,-5.373581083123325,-7.952232002957954
CHL,2013,45.4338127706668,1.32,17571.511000000002,0.0025856520119793224,7.512159881981691e-05,-5.957777573820592,-9.49640243974687
PRC,2013,4603.223055561701,822.0,1391883.335,0.0033071902937624443,0.0005905667374054738,-5.711656303921809,-7.43442791024476
HKC,2013,5.59542658246476,1.0,7088.78,0.0007893356236848598,0.00014106799759620132,-7.144318949004918,-8.86626853137712
INA,2013,500.6770019483181,2.64,251805.314,0.0019883496261255155,1.0484290256082522e-05,-6.220450317938374,-11.465632587262306
JPN,2013,964.9729959757468,110.6,128314.189,0.007520391965192149,0.0008619467641259845,-4.8901370193478755,-7.056317047762262
KOR,2013,497.460410974385,66.06,50345.72,0.009880887808822379,0.0013121274261248027,-4.617152912066907,-6.6361054696056945
MAS,2013,153.870546000801,4.69,29468.923,0.005221451289577193,0.00015915070937611126,-5.254979890906112,-8.745658946966111
MEX,2013,350.442977630742,18.24,118827.158,0.0029491825229948023,0.00015350026296177173,-5.826227257881934,-8.781808277832484
NZ,2013,17.497499553544,0.9,4518.519,0.0038723970295453,0.00019918030664472142,-5.553881576202295,-8.521300079926263
PNG,2013,0.6692223504906529,1.0,7788.388000000001,8.592565630919426e-05,0.0001283962740428443,-9.362028097094099,-8.960389185487365
PE,2013,51.7720380519097,1.07,29773.986,0.001738834634096681,3.5937411940745856e-05,-6.35454014065792,-10.23373168975417
RP,2013,129.674969024571,1.31,98871.558,0.001311549768686471,1.3249513070280536e-05,-6.636545811465439,-11.231549755620108
RUS,2013,432.201057958241,69.01,144325.456,0.002994628043705893,0.00047815542671834693,-5.810935247545975,-7.645574717827403
SIN,2013,81.5039392836348,0.43,5453.732,0.014944617609305847,7.884509176468517e-05,-4.203404070103797,-9.44802549424558
CT,2013,323.69413689972805,22.28,23421.582,0.01382033617113174,0.000951259398276342,-4.281614135965108,-6.957723768914618
THA,2013,297.935958472134,3.58,68144.519,0.0043721191791247956,5.253540640590625e-05,-5.43250744940425,-9.854023207945849
USA,2013,2102.3719200771297,86.88,316400.539,0.006644653409004242,0.00027458865991375573,-5.013942746340607,-8.200236362228383
VN,2013,70.3754076172119,5.47,90752.593,0.0007754644279663933,6.0273759891356494e-05,-7.162048446204512,-9.716613708287761
AUS,2014,71.155567254179,4.61,23596.426,0.003015523081935332,0.0001953685697995112,-5.803981970671975,-8.540622681858881
BD,2014,4.24932381452256,1.0,409.778,0.010369819303433956,0.002440345748185603,-4.5688556818265615,-6.015615549639468
CDA,2014,165.50864732441602,12.73,35664.338,0.004640732356350369,0.0003569391923102568,-5.372883089778335,-7.937945120355526
CHL,2014,47.082391077465104,1.08,17758.9689999999,0.002651189439964976,6.08143411928928e-05,-5.932746894415111,-9.707684921923153
PRC,2014,4912.443194280781,822.31,1399453.966,0.0035102570814257005,0.000587593461434372,-5.652066001615045,-7.439475241305817
HKC,2014,5.03065565308634,1.0,7134.6680000000015,0.000705100174680355,0.00014016069142951007,-7.257170673500897,-8.872720997644025
INA,2014,526.906483307156,4.43,255128.076,0.0020652626381549477,1.7363827883842934e-05,-6.1824978751093465,-10.961121372817304
JPN,2014,983.2920289579739,110.67,128168.63,0.0076718618975483615,0.0008634718183380754,-4.87019594240395,-7.054549297461282
KOR,2014,500.436976786794,71.54,50607.904,0.009888514189143141,0.0014136131778941091,-4.616381378289623,-6.561606314779468
MAS,2014,163.350126808187,4.32,29866.606,0.005469323391087257,0.0001446431509492575,-5.20860036469863,-8.84124087678683
MEX,2014,361.8032855609681,18.93,120355.137,0.003006130810693756,0.00015728452039400693,-5.807101472066649,-8.757454160917861
NZ,2014,19.6328501607025,0.86,4567.522,0.004298359189228317,0.00018828590207118872,-5.4495219130046735,-8.577548994614444
PNG,2014,0.662628900240355,1.0,7946.733,8.338381322744265e-05,0.0001258378757660538,-9.392056353438585,-8.980516179791774
PE,2014,49.8899663866961,1.08,30090.372000000007,0.0016580043073809818,3.5891879302788275e-05,-6.4021406243345425,-10.234999491322808
RP,2014,138.953554313214,1.2,100513.137,0.001382441723147234,1.193873791840762e-05,-6.583903978695147,-11.335722157562577
RUS,2014,441.179871229112,71.46,144664.837,0.003049669016867672,0.0004939693811012278,-5.792722213311215,-7.613037024273751
SIN,2014,86.41796764779959,0.54,5525.6280000000015,0.015639483448360903,9.77264484688437e-05,-4.1579565720088025,-9.233338324508747
CT,2014,358.30601594862,23.12,23491.976,0.015252272348167732,0.000984165827514893,-4.183026780591844,-6.923716151213329
THA,2014,300.743390146922,4.1,68438.7479999999,0.004394343832048512,5.9907583347375166e-05,-5.427437057728703,-9.722707460732865
USA,2014,2123.3228014290303,88.17,318673.422,0.006663005619053572,0.0002766782351871189,-5.011184602080229,-8.192655332786572
VN,2014,73.7117070059362,5.85,91713.85,0.0008037140192668413,6.378534975906038e-05,-7.126267049489945,-9.65998702158292
AUS,2015,71.93882949460222,4.93,23932.499,0.0030059054633033606,0.00020599603910983135,-5.807176437479441,-8.487653616981724
BD,2015,3.8062771844596703,1.0,414.914,0.009173653297935645,0.002410138004502138,-4.691419675331222,-6.028071269840157
CDA,2015,176.15997457621498,12.47,36026.668,0.004889710438284634,0.0003461324816383242,-5.320622192323355,-7.968688961283648
CHL,2015,49.6237035022541,1.11,17969.356,0.0027615738428385583,6.177182977509044e-05,-5.8919545288615645,-9.692063126304227
PRC,2015,5080.015545198769,803.83,1406847.868,0.0036109203139502283,0.0005713695263601878,-5.623792604515402,-7.467474401126027
HKC,2015,4.65032149772767,1.0,7185.99199999999,0.0006471370268332717,0.00013915963168341982,-7.342952497891502,-8.879888854397029
INA,2015,550.256333756139,4.85,258383.257,0.002129612963877683,1.8770566081996557e-05,-6.151815022871218,-10.883220548950272
JPN,2015,1049.8980996256998,105.13,127985.139,0.008203281317104323,0.0008214234935510755,-4.803221044132361,-7.104471755011207
KOR,2015,506.848466789317,69.67,50823.087,0.009972799700052005,0.0013708336921761561,-4.607893921986296,-6.59233618978895
MAS,2015,167.30954561602502,3.78,30270.965,0.00552706349520159,0.00012487213407303004,-5.19809861801144,-8.988220271625046
MEX,2015,402.891328899532,18.22,121858.251,0.0033062293738282196,0.00014951798380890923,-5.711946900916793,-8.808093879331977
NZ,2015,20.75057535008069,0.79,4614.527,0.004496793571709666,0.0001711984781972237,-5.404390675802945,-8.67268698333105
PNG,2015,0.6057801635913629,1.0,8107.772,7.471598406952772e-05,0.00012333844612305328,-9.501816511880905,-9.000578386801568
PE,2015,50.879005269605905,1.08,30470.739,0.0016697660424187907,3.544384007227393e-05,-6.39507175672761,-10.247561083913483
RP,2015,143.293882007493,0.97,102113.206,0.0014032845272480526,9.499261045628122e-06,-6.568939699243847,-11.564296547053887
RUS,2015,468.625683491953,70.9,144985.059,0.003232234319344264,0.0004890159061148501,-5.73458164115416,-7.623115541176191
SIN,2015,89.360031609519,0.5,5592.143,0.015979568406873538,8.941116133832772e-05,-4.136444347339557,-9.322265036392693
CT,2015,355.3405692391491,21.39,23557.472999999904,0.015083984994449556,0.000907992126320174,-4.194121694385675,-7.004274850854131
THA,2015,308.132958121022,3.72,68714.519,0.0044842481997294055,5.413703034143337e-05,-5.4071844230004915,-9.823992126752161
USA,2015,2180.0423045342595,78.85,320878.312,0.0067939845823368076,0.0002457317838296282,-4.991717678552059,-8.311269926487517
VN,2015,81.71357819899389,5.65,92677.082,0.0008817021040756753,6.0964370889450324e-05,-7.033656309489117,-9.705220948213846
AUS,2016,71.4332897321476,5.26,24262.71,0.0029441595655286487,0.00021679358983394683,-5.827931879336784,-8.436564856022493
BD,2016,2.9283645079806804,1.0,419.791,0.0069757677224635125,0.0023821377780848087,-4.965312889595013,-6.039756968376347
CDA,2016,178.110240570995,12.65,36382.942,0.004895432606054645,0.0003476904094231852,-5.319452629774019,-7.96419810223802
CHL,2016,47.4871307516724,1.15,18209.072,0.0026078830789220014,6.31553326825222e-05,-5.949216467624388,-9.669913268037504
PRC,2016,5320.81039319777,807.61,1414049.353,0.0037628180246391803,0.0005711328238201882,-5.58258712765812,-7.467888759211765
HKC,2016,4.59729425403017,1.0,7243.541,0.0006346749820329822,0.00013805402633877546,-7.362397529424179,-8.887865454212806
INA,2016,565.2051967884802,4.75,261556.38600000003,0.0021609305948602615,1.816052007998e-05,-6.1372163191132465,-10.91626054643579
JPN,2016,1049.28637960244,104.78,127763.267,0.008212739109140344,0.0008201105251950077,-4.802068780327018,-7.1060714399657225
KOR,2016,515.845432147172,68.58,50983.446,0.010117900468069027,0.0013451424997831648,-4.593449100275916,-6.6112553237462315
MAS,2016,170.863547646505,2.76,30684.652,0.005568371694308445,8.994724789448483e-05,-5.190652602734737,-9.316287193983715
MEX,2016,410.59975542348394,18.82,123333.379,0.0033291859734377663,0.00015259453809337374,-5.705027457294239,-8.787726232065266
NZ,2016,19.0158288548207,0.58,4659.265,0.004081293692206968,0.00012448315345875367,-5.501341259402481,-8.991340164799528
PNG,2016,0.685222567345153,1.0,8271.766,8.283872722525673e-05,0.00012089316839958965,-9.39861488580822,-9.020603308146931
PE,2016,51.18727483929281,1.17,30926.036,0.0016551514988630554,3.783220067389173e-05,-6.403862734244127,-10.182349948294101
RP,2016,150.323256093993,1.08,103663.812,0.0014501034950749542,1.0418293319176803e-05,-6.536120349183032,-11.471947324000492
RUS,2016,452.57250017179496,70.45,145275.374,0.0031152733440685887,0.0004849411022683032,-5.771438379687762,-7.631483113023113
SIN,2016,89.5910654504567,0.52,5653.625,0.015846658639449326,9.19763868314577e-05,-4.144796612273902,-9.29397867873476
CT,2016,370.22696519463204,21.75,23618.201,0.015675493878413178,0.0009208999449195982,-4.15565668556472,-6.990159165048445
THA,2016,316.613714167368,3.83,68971.313,0.004590513075593734,5.553033331408379e-05,-5.383763479981628,-9.798581140314154
USA,2016,2120.2092405183107,78.48,323015.992,0.006563790316976971,0.00024296010706491584,-5.026187050661696,-8.322613296557979
VN,2016,90.40594710744502,7.81,93640.435,0.0009654584273070178,8.340414052967609e-05,-6.9429075152236495,-9.391812603193124
AUS,2017,69.71573667241789,5.33,24584.619,0.002835746068402276,0.00021680222093334049,-5.865450212966257,-8.436525044293779
BD,2017,3.27733294785594,1.0,424.481,0.00772080010143196,0.002355818046037396,-4.863837280233854,-6.050867246210251
CDA,2017,183.41537155807305,13.21,36732.091,0.004993327811315534,0.0003596310376123156,-5.299652695439849,-7.930431947600009
CHL,2017,45.553854786351785,1.16,18470.435,0.0024663119621358013,6.28030687961599e-05,-6.005031376914344,-9.675506619503144
PRC,2017,5748.4764301465575,870.85,1421021.794,0.004045311939914243,0.0006128336691787571,-5.510196614037352,-7.3974169978703905
HKC,2017,4.541180022718001,1.0,7306.315,0.0006215417789566972,0.00013686790126075867,-7.383307426494584,-8.896494321673535
INA,2017,583.4563541262089,5.2,264650.969,0.0022046257995231786,1.964852053876289e-05,-6.117197489916589,-10.837508513131686
JPN,2017,1072.21021966882,104.66,127502.728,0.008409311992672187,0.0008208451822301401,-4.778415616587255,-7.1051760384860945
KOR,2017,547.3378479359919,71.03,51096.408,0.010711865459035632,0.0013901172857395377,-4.536403230508247,-6.578367157169296
MAS,2017,181.166524804306,3.21,31104.655,0.005824418396677475,0.00010319998726878662,-5.145696130579275,-9.178841828281291
MEX,2017,426.30523303747896,19.95,124777.326,0.0034165280400180954,0.0001598848175348781,-5.679130436542203,-8.741056892382984
NZ,2017,19.610731604334198,0.66,4702.029,0.004170695587869449,0.00014036493607334194,-5.479672449439721,-8.871264840630921
PNG,2017,0.7145830865843521,1.0,8438.038,8.468592895461624e-05,0.00011851096190844363,-9.37656109815173,-9.040505096110977
PE,2017,51.00902926061371,1.21,31444.299,0.0016222027802436847,3.848074336145958e-05,-6.423970312457174,-10.165352614228112
RP,2017,158.64699438076505,1.38,105172.921,0.0015084395571818819,1.3121248196577138e-05,-6.496679568327085,-11.241277642039329
RUS,2017,467.875664318225,71.49,145530.091,0.003214975412323662,0.0004912386126385368,-5.739935569121593,-7.618580575429041
SIN,2017,99.53374892556559,0.6,5708.04199999999,0.01743745910166144,0.00010511485374494458,-4.049134564827737,-9.16045696042955
CT,2017,402.3294373806981,22.44,23674.546,0.016994177517942608,0.0009478534456373526,-4.074884492536633,-6.961310660869558
THA,2017,328.6591915070989,6.76,69209.817,0.004748736606355988,9.767400483084647e-05,-5.349876673923171,-9.23387510565097
USA,2017,2173.31953535193,81.61,325084.75800000003,0.006685393522362343,0.0002510422220410592,-5.007830203689239,-8.289889417676074
VN,2017,103.780917181563,11.47,94600.643,0.0010970424078572383,0.00012124653317631256,-6.81513744040777,-9.017684620915759
AUS,2018,71.53742809939659,5.69,24898.153,0.002873202204974666,0.00022853100790247376,-5.852328120335735,-8.383838654856504
BD,2018,3.6437576520279498,1.0,428.96,0.00849439959909537,0.002331219694143976,-4.768348203331213,-6.061363674487649
CDA,2018,186.894714855781,13.44,37074.558,0.005041050384357408,0.0003625127506577422,-5.290140809018399,-7.922450910059889
CHL,2018,47.989496396635104,1.15,18729.166,0.002562286884351129,6.140155947146818e-05,-5.96685510505867,-9.698075324575601
PRC,2018,6149.266676886739,928.26,1427647.789,0.004307271530321922,0.0006502023868577573,-5.447450630940554,-7.338226879141875
HKC,2018,4.453509802315691,1.0,7371.728,0.0006041337665084347,0.0001356534044663612,-7.41171491682062,-8.905407421744403
INA,2018,604.5032408445387,6.18,267670.549,0.002258385328916177,2.3088083553039673e-05,-6.093105177275206,-10.676193937044658
JPN,2018,1080.6641241453399,104.32,127202.19,0.008495640870218821,0.0008201116663164368,-4.7682020858304455,-7.106070048542738
KOR,2018,554.9295308677749,72.46,51171.7,0.01084446150641419,0.0014160170563026048,-4.524100789563173,-6.559907238371711
MAS,2018,187.218343305812,4.11,31528.033,0.005938154889200097,0.00013036017819443416,-5.126356818575221,-8.945209337054806
MEX,2018,437.0147299329921,20.2,126190.782,0.0034631272031660134,0.00016007508377275924,-5.665583282164262,-8.739867579225113
NZ,2018,20.1546491719537,0.65,4743.130999999989,0.00424922886843179,0.00013704027993323428,-5.461017755230466,-8.89523566123863
PNG,2018,0.7087179726978919,1.0,8606.324,8.234851171044594e-05,0.00011619362691899583,-9.404550174236835,-9.060252560842322
PE,2018,52.912262658717395,1.22,31989.265,0.001654063094563673,3.813779403809372e-05,-6.404520536455438,-10.174304798004469
RP,2018,165.075930994092,1.47,106651.394,0.0015478084702211395,1.378322349916964e-05,-6.470915238716775,-11.19205839381574
RUS,2018,481.90894084450105,72.04,145734.034,0.0033067700633642037,0.0004943251622335521,-5.711783377679774,-7.6123170341653505
SIN,2018,113.249475914111,0.62,5757.5030000000015,0.019669894382010913,0.00010768557133187769,-3.928666016091726,-9.136294953697192
CT,2018,429.8248303700231,23.24,23726.46,0.018115843255589882,0.0009794971521246744,-4.0109684055893515,-6.928471228062543
THA,2018,337.17433427188496,6.4,69428.454,0.004856428666435306,9.218122587030384e-05,-5.327451953495941,-9.291754072102236
USA,2018,2236.93961206694,86.61,327096.26300000004,0.006838780704953941,0.0002647844374791894,-4.985145822747451,-8.236594506477477
VN,2018,115.943738676738,15.47,95545.959,0.0012134865764101858,0.00016191160946953288,-6.714257594737511,-8.728459992195392
